id,name,lat,lng,category,description,author,difficulty,favorite,date_added,region
-Om1q0GjYaGLrgwXpoJ2,Abandoned Motel,34.578713504173,-118.128303425,building,,Anonymous,0,False,2026-02-21 16:55:25,California
-Om1qRQO1vvosoDUDsmU,Abandoned Mine Shaft,38.373834,-117.949258,tunnel,,Anonymous,0,False,2026-02-21 16:57:16,California
-Om1r-ArxvcBIirJCbCp,Graffiti Canalway,39.7624333,-121.7973036,building,,Anonymous,0,False,2026-02-21 16:59:42,California
-Om1rTtBvpUYxIbGR3Nn,Abandoned irrigation building,39.4033034,-122.0099235,building,,Anonymous,0,False,2026-02-21 17:01:48,California
-Om3hEHK0FJoZ86UO_n3,Military Buildings,36.640346,-121.799464,building,"It’s on giggling road 
A bunch of decent size abandoned buildings that all look the same 
About 12 big buildings some hospitals some housing and some prisons 
Almost everything is wide open but be careful because sometimes police will patrol and city cleanup is always there 
Roof access is avaible and it is a fun place to explore",Chris,0,False,2026-02-22 01:36:17,California
-Om3ighdAi6soXS-8d_2,Abandoned hospital,36.561693,-121.913825,building,"Abandoned mental hospital 
Elevator 
Mild security very unlikely to get caught 
Fence with easy jumping if you go on the sign and jump over 
Cameras on the left entrance and back
Easy access",Chris,0,False,2026-02-22 01:42:40,California
-Om3iklPFyfKhSp1nI2X,Abandoned neighborhood,37.951996,-122.416258,house,Abandoned neighborhood in Richmond. Some houses are boarded up and some still have windows. Might still be some people living there(squatters or residents) so be careful,Anonymous,0,False,2026-02-22 01:42:56,California
-Om5gjhby9iiyi4O1k9o,abandoned restaurant with roof access,33.0109019,-117.0788811,building,,Anonymous,0,False,2026-02-22 10:53:22,California
-Om5hJFHYjbwaFamJYei,Abandoned Big Stone Lodge,32.9401773,-117.0655077,building,,Anonymous,0,False,2026-02-22 10:55:52,California
-Om5iTOVgHPKmtCHX7A0,Graffiti Waterfall,32.9463487,-117.0994207,other,,Anonymous,0,False,2026-02-22 11:00:56,California
-Om8E0oVk437q7e5DTir,Ballarat Ghost Town,36.047778,-117.223333,building,,Anonymous,0,False,2026-02-22 22:45:22,California
-Om8EYHSEwXejTTYRKSH,abandoned mercury mine with graffiti,35.2895381040619,-120.478407740593,building,,Anonymous,0,False,2026-02-22 22:47:39,California
-Om8HWo_0_Z9aqMHcblf,Abandoned House With Pool,34.921044,-117.2010004,house,,Anonymous,0,False,2026-02-22 22:57:41,California
-Om8HpM3yInwmOdqX_dv,Abandoned Shed,34.2235335,-119.0830706,building,,Anonymous,0,False,2026-02-22 22:59:01,California
-OmAQ4lpjBeKIDrVf2TW,Abandoned 2 Story House,36.174479,-118.99723,house,Two story house with a giant pool. Rumored to be really haunted. Only bad side is you cant drive up to it. Have to park on the street and do a small hike up the mountain. (Also be cautious of the houses near by. People could possibly see you if you stand in the backyard balcony),Anonymous,0,False,2026-02-23 08:57:20,California
-OmAQ_MEZKrSpoM0JruC,Small Abandoned House,36.174479,-118.99723,house,,Anonymous,0,False,2026-02-23 08:59:29,California
-OmAR7oZ87U7Wa3xLqJS,Pioneer Town Sign,34.154441,-116.48808,other,old wooden sign from an old town,Anonymous,0,False,2026-02-23 09:01:54,California
-OmARjytFCYfAmyAysQR,Abandoned Mall (Cartel),32.662101,-115.48254,building,WARNING this is a VERY dangerous place to go the cartel have been seen around this mall and even inside of it GO AT YOUR OWN RISK,Anonymous,0,False,2026-02-23 09:04:35,California
-OmASAr1rh_XHPlAmRpG,Abandoned Warehouse,33.245071,-115.52311,building,,Anonymous,0,False,2026-02-23 09:06:29,California
-OmASnKflvh_afb1ec40,Abandoned Airfield,33.160841,-114.970791,other,,Anonymous,0,False,2026-02-23 09:09:11,California
-OmATAtY2RPh_Ih69_x3,Old House,33.636661,-116.213471,house,,Anonymous,0,False,2026-02-23 09:10:51,California
-OmAUe3kTDIiFSytd33T,Abandoned Storage Area,34.438351,-118.61069,building,,Anonymous,0,False,2026-02-23 09:17:17,California
-OmAVKaG0xOv98ojslKJ,Abandoned Big Lots,33.760001,-118.018121,building,,Anonymous,0,False,2026-02-23 09:20:15,California
-OmAVlGfZeRoVWvd9-KX,Abandoned Winery,37.94668,-122.42209,building,,Anonymous,0,False,2026-02-23 09:22:09,California
-OmAW3RDYJ3cJlfEy6W2,Abandoned House Foundations,37.84608,-122.108471,house,,Anonymous,0,False,2026-02-23 09:23:27,California
-OmAWudaIwj1oY-9UIj5,Abandoned Restaurant,39.16755,-123.21082,building,,Anonymous,0,False,2026-02-23 09:27:09,California
-OmAXfIzCsx7wnzfWhY1,Abandoned Building,39.15152,-123.20124,building,,Anonymous,0,False,2026-02-23 09:30:28,California
-OmAYr1--mCAoWQXVHrH,Abandoned Barn,37.978346,-121.536448,house,,Anonymous,0,False,2026-02-23 09:35:39,California
-OmAZIRmrUJFybEOo16n,Telegraph Ghost Town,37.935567,-120.740261,house,,Anonymous,0,False,2026-02-23 09:37:35,California
-OmAZuOIurdKiCoo0dIS,Iron Mining Area,35.639363,-116.649019,other,,Anonymous,0,False,2026-02-23 09:40:15,California
-OmAolbNe4-DmZoYzEmF,Horse ranch,33.885736,-117.12709,building,"Stables, sheds, dirt track, and buildings",Dukes,0,False,2026-02-23 10:46:33,California
-OmAv5R0sWAnQSISOjQO,Golf corse,33.891561,-117.075076,building,"Golf corse, might be really torn down now, you can come in off-roading if you come in from the left",Dukes,0,False,2026-02-23 11:14:11,California
-OmAv5T5UnInm_Tzfe6Z,jojis room,33.028535,-117.27798,other,Jojs room,Anonymous,0,False,2026-02-23 11:14:12,California
-OmAw_CXr_B_JrsEk8qX,Abandoned Building,33.84977,-117.48007,building,,Anonymous,0,False,2026-02-23 11:23:39,California
-OmAxEIeyZ3jK491Z0F8,Foster Bowl,34.352336,-119.310898,building,,Anonymous,0,False,2026-02-23 11:26:32,California
-OmAxeW-BZgxkL4IQCeZ,Dublin Gulch,35.973179,-116.274383,building,,Anonymous,0,False,2026-02-23 11:28:23,California
-OmAyDysRjbGuYIj4G3R,Abandoned Cabin,37.212626,-122.188826,house,in 1887 Johanson immegrated from Holland and began a lucrative logging company in the Santa Cruz mountains off the road known as Gazos Creek rd. He built three logging cabins in the area around 1900 when logging was in its peak in the area. He sold the land and area in 1930. The area has been logged on and off though the years and this is a remanent of the by-gone era. The area is now Owned by Empire Lumber Co. and is off limits to the general public. The surrounding areas is part of Big Basin and Butano State park.,Anonymous,0,False,2026-02-23 11:30:53,California
-OmAyorfIycmPNvuoJIy,Abandoned Railyard,38.025461,-121.896551,other,,Anonymous,0,False,2026-02-23 11:33:28,California
-OmAzO5E1HihP-qKT5y6,Abandoned Railyard,39.41511,-123.350973,building,,Anonymous,0,False,2026-02-23 11:35:56,California
-OmB-B_MfOC-5eusRjU7,abandoned City,36.619925,-121.749099,house,,Anonymous,0,True,2026-02-23 11:39:27,California
-OmB-c1ARxHNlW5kCHFw,Abandoned WW2 Bunker,37.820658,-122.530056,building,,Anonymous,0,False,2026-02-23 11:41:20,California
-OmBh_IXOMiFvenLBOb8,Abandoned Football Stadium,36.086661,-115.016671,building,,Anonymous,0,False,2026-02-23 14:57:45,California
-OmCwoKbLxQxoeEYNHyt,Abandoned Dennys,33.04815,-117.2893,building,Untouched,Anonymous,0,False,2026-02-23 20:40:56,California
-OmDHeW1LQvon0lsglD_,Abandoned cabin,34.1467932,-116.2999304,house,,Anonymous,0,False,2026-02-23 22:16:23,California
-OmDIBnMylbhCMoFFj2r,Abandoned Church,33.7155238,-117.9955915,building,might be demolished,Anonymous,0,False,2026-02-23 22:18:43,California
-OmFjhePqMP3RBNsM5_r,Abandoned Construction Area,40.378761,-122.28211,other,,Anonymous,0,False,2026-02-24 09:45:35,California
-OmFkGAVjQIGPAkzBpK3,?,38.032949,-121.577454,building,,Anonymous,0,False,2026-02-24 09:44:57,California
-OmGG-Fldp351g3R67-2,Abandoned Factory,37.636784,-120.998566,building,smells horrible,Anonymous,0,False,2026-02-24 12:07:59,California
-OmGMf4k7tImitqK69Mj,Abandoned Barge with Crane,38.10832,-121.614117,other,theres been recent efforts on removing abandoned ships from the delta so idk if its been removed or not. but its still visible on google maps.,Anonymous,0,False,2026-02-24 12:37:08,California
-OmIBvXhiewfrt0HXylc,Old Factory?,37.854571,-122.295727,building,"dark and dusty bring masks

sneak in at night or morning, glass store across the street has windows and has called security b4

has sick pieces",Anonymous,0,False,2026-02-24 21:09:26,California
-OmLW5TcSG2O-FNfxVeD,Tunnel,33.881096,-117.582368,tunnel,,Anonymous,0,False,2026-02-25 12:39:31,California
-OmLW_UKirzlFO9RvtMH,Abandoned Pumping Station,34.167451,-119.041637,building,,Anonymous,0,False,2026-02-25 12:41:38,California
-OmLd9pbacY2-fMUipg8,jonahs a dumbass ho,523,451,house,Jonah's a bitch that will never succumb to anything in life,Jack Wibbemeyer,0,False,2026-02-25 13:11:40,California
-OmLdOQhUx3DITuoo4wi,Open Pad,33.028535,-117.27798,house,Pullup to the crib open pad anytime,Mobasher,0,False,2026-02-25 13:12:40,California
-OmN3QB4QM8acKVD_eQ8,Abandoned House,33.894106,-118.227133,house,enter thru the front,Manjo,0,False,2026-02-25 19:50:22,California
-OmRlqQ-VEO72sH7SoRt,Graffiti Hut,45.58,-122.7441667,building,,Anonymous,0,False,2026-02-26 17:47:19,California
-OmRm_2AL1Ob-WJiQI0K,Abandoned Factory,45.5418536,-122.6988,building,,Anonymous,0,False,2026-02-26 17:50:30,California
-OmRn0ZaHSWmj_MwzRng,Small Abandoned House,45.5382536,-122.7983201,house,,Anonymous,0,False,2026-02-26 17:52:27,California
-OmRnZd6zTpuKio2e0R9,Abandoned House,41.4781437,-74.1243507,house,,Anonymous,0,False,2026-02-26 17:54:51,California
-OmRp3AGReK7EGEwp0CZ,Abandoned Power Plant,43.1683732,-77.62039,building,hole in fence,Anonymous,0,False,2026-02-26 18:01:22,California
-OmRq3oB4iTJgYqOL5uq,Abandoned Hospital,43.12372,-77.60657,building,,Anonymous,0,False,2026-02-26 18:05:47,California
-OmRqUg3lw6NU3kRNuYq,Abandoned Factory,43.1209732,-77.61138,building,,Anonymous,0,False,2026-02-26 18:07:37,California
-OmRr0hXnpK5O0p1f-Gu,Abandoned Building,42.9749,-77.35989,building,,Anonymous,0,False,2026-02-26 18:09:56,California
-OmRrVZr1wUR27VIRCkp,Abandoned Warehouse,42.4998611,-77.5006389,building,,Anonymous,0,False,2026-02-26 18:12:03,California
-OmRrjMa3ht0BQX7BWPa,Abandoned Ski Lift,42.2624335281932,-77.796770101,other,,Anonymous,0,False,2026-02-26 18:13:03,California
-OmRs0mVk230PyQxgG5Y,Abandoned Jail,42.3373934252239,-77.017210609,building,,Anonymous,0,False,2026-02-26 18:14:19,California
-OmRsXMxH75QClLEBLr5,Abandoned House,40.6224739241932,-75.52902031,house,,Anonymous,0,False,2026-02-26 18:16:32,California
-OmRt3ezikyUq5UYTtMt,Abandoned Office,43.1290523,-77.6582336,building,,Anonymous,0,False,2026-02-26 18:18:53,California
-OmRtjeO9TKF3XNraCS5,Abandoned Building,43.0529878,-76.1196408,building,,Anonymous,0,False,2026-02-26 18:21:49,California
-OmRu9I2GL529HYAgI1Z,Abandoned Red Building,43.0507014,-76.1594582,building,,Anonymous,0,False,2026-02-26 18:23:38,California
-OmRuU7U8qKDUkfOfmWa,Abandoned Building,43.0490707,-76.1259842,building,,Anonymous,0,False,2026-02-26 18:25:03,California
-OmRvBFhuHekKRif-QHm,Abandoned Church,43.0392538,-76.1586428,building,,Anonymous,0,False,2026-02-26 18:28:08,California
-OmRvbgfOPHhgIObNrqz,Abandoned Building,41.8263375,-75.6791094,building,,Anonymous,0,False,2026-02-26 18:30:00,California
-OmS0v1jr63npIgVo4by,Abandoned Movie Theater,40.1282286,-74.217453,building,,Anonymous,0,False,2026-02-26 18:57:32,California
-OmS1D7x6EYK40wWaq6e,Abandoned Appliances store,40.1376371,-74.2251094,building,,Anonymous,0,False,2026-02-26 18:58:51,California
-OmS20F2m9W70vZwmD5N,Abandoned Hospital,40.7659815,-73.8240051,building,,Anonymous,0,False,2026-02-26 19:02:20,California
-OmS3TBfGCv237_ssRhz,abandoned mansion,40.5204128,-74.1775163,building,,Anonymous,0,False,2026-02-26 19:08:41,California
-OmS3yJzT7V6lOh-o4n6,Abandoned Barn,40.5605125,-74.1652029,house,,Anonymous,0,False,2026-02-26 19:10:52,California
-OmS4SpgRamqDHPz1Owv,Abandoned Warehouse,40.5941749,-74.1399479,building,,Anonymous,0,False,2026-02-26 19:13:01,California
-OmS5Be7aK3ZcX_oJBbN,Abandoned Mega Mansion,40.601138,-74.1067019,building,,Anonymous,0,False,2026-02-26 19:16:13,California
-OmS5i23NVIWa0yBDQo-,Abandoned House,44.8502376,-74.2941722,house,,Anonymous,0,False,2026-02-26 19:18:30,California
-OmS7b_tclpx9_2aqfKr,Abandoned Building,43.3540627,-73.2522976,building,,Anonymous,0,False,2026-02-26 19:26:48,California
-OmS7yB5iyomZcqQm-Ja,Abandoned Warehouse,43.6082394,-72.9876709,building,,Anonymous,0,False,2026-02-26 19:28:20,California
-OmS8YRPOfoGpASOxWG9,Abandoned Mall,43.5808883,-72.964325,building,,Anonymous,0,False,2026-02-26 19:30:53,California
-OmS9OW3ULi_AQYrMctA,Abandoned Warehouse,42.8869705,-78.8343287,building,,Anonymous,0,False,2026-02-26 19:34:34,California
-OmS9k5UuMmb6sra2v3C,Abandoned Church,42.9034371,-78.8451715,building,,Anonymous,0,False,2026-02-26 19:36:07,California
-OmSAfi0CAPNVW3V6s7X,Abandoned Building,43.0708942,-79.084396,building,,Anonymous,0,False,2026-02-26 19:40:11,California
-OmSHdij5ZuypS8eqjfF,廃墟となったホテル,35.2753346,139.910202,building,,Anonymous,0,False,2026-02-26 20:10:38,California
-OmSIUBVCmgdbVhezRB0,Abandoned Hotel,35.7611125,139.402547,building,,Anonymous,0,False,2026-02-26 20:14:17,California
-OmSIiryfFYzAor11j8J,Abandoned Hotel,35.761192,139.4125128,building,,Anonymous,0,False,2026-02-26 20:15:21,California
-OmSJ50im8REqP2nWje0,Abandoned Village,35.9143876,139.1001105,building,,Anonymous,0,False,2026-02-26 20:16:56,California
-OmSJJXI8gZimdS9xvKf,Abandoned Village,35.9308997,139.0742111,building,,Anonymous,0,False,2026-02-26 20:17:55,California
-OmSK3eDDjSgC6f65RFN,Abandoned Hospital,37.400187,140.98764,building,,Anonymous,0,False,2026-02-26 20:21:13,California
-OmSKX0nFYCq2MhMt0P-,Abandoned Power Plant,37.421333,141.0280824,building,,Anonymous,0,False,2026-02-26 20:23:13,California
-OmSM5pso_vnBUkWQ4cb,Abandoned Resort,26.5532376,128.0372345,building,,Anonymous,0,False,2026-02-26 20:30:06,California
-OmSP-EozKV_z-ypOHz8,abandoned store,45.5202123,-122.6760784,building,,Anonymous,0,False,2026-02-26 20:42:45,California
-OmSPR3bA6nsJixpv5vL,Factory,45.5294126,-122.6684529,building,,Anonymous,0,False,2026-02-26 20:44:39,California
-OmSQMBtPTEy3eVT3qLL,Abandoned House,45.5585052,-122.6669884,building,,Anonymous,0,False,2026-02-26 20:48:41,California
-OmSQrIwhRl5QSiXVua7,Abandoned House + Barn,45.6531373,-122.8525154,house,,Anonymous,0,False,2026-02-26 20:50:53,California
-OmSRJ7jSKBomA_n2RwP,Abandoned House,45.4759014,-122.8494644,house,,Anonymous,0,False,2026-02-26 20:52:51,California
-OmScIbFcixGb8KW4ghH,Abandoned Barn,43.3036372,-77.9178286,building,,Anonymous,0,False,2026-02-26 21:45:15,California
-OmSeQN5uPc88kWwJHuO,Abandoned House,32.8112634,-113.5049862,house,,Anonymous,0,False,2026-02-26 21:54:31,California
-OmSekr_I5dT27K92mNJ,Abandoned Building,32.8125619,-113.538672,building,,Anonymous,0,False,2026-02-26 21:55:59,California
-OmSfeq2Ria9GpgGl9I5,Small Abandoned House,32.985286,-113.324452,house,,Anonymous,0,False,2026-02-26 21:59:56,California
-OmSg-4QhypogYvEmu2R,Abandoned Hospital,32.3683631,-112.8652954,building,,Anonymous,0,False,2026-02-26 22:01:23,California
-OmSgFzcrV9eoXZgDQqi,Abandoned Gas Station,32.3756485,-112.8722477,building,,Anonymous,0,False,2026-02-26 22:02:32,California
-OmShHnqRiVnBmGmwE12,Abandoned Building,33.4359293,-112.2972143,building,,Anonymous,0,False,2026-02-26 22:07:02,California
-OmShl6UKLGraOC2x-r9,Abandoned House Lots,33.348598,-112.1618271,building,,Anonymous,0,False,2026-02-26 22:09:06,California
-OmSiQPbcSc3DhZAfRT_,Abandoned House,33.5076218,-112.0595169,building,,Anonymous,0,False,2026-02-26 22:11:59,California
-OmSitXVldS6lqy-nxpz,abandoned Storage,33.4297222,-111.9438171,building,,Anonymous,0,False,2026-02-26 22:14:03,California
-OmSjQnV2c2R2PnvI-GI,Abandoned Green Building,33.4194067,-111.9180679,building,,Anonymous,0,False,2026-02-26 22:16:23,California
-OmSjl0wkfVLiurJxCHf,Abandoned Airfield,33.2460096,-111.905601,other,,Anonymous,0,False,2026-02-26 22:17:50,California
-OmSkDZ5s-QK3QIFFGm8,Abandoned Place,33.2898621,-111.9292031,building,,Anonymous,0,False,2026-02-26 22:19:51,California
-OmSkr4YgsXiti_FHRk-,Abandoned House,33.2974125,-111.6843593,building,,Anonymous,0,False,2026-02-26 22:22:37,California
-OmSljQ1v_NNBNHEM4MB,Abandoned House,33.3510626,-111.6602346,house,,Anonymous,0,False,2026-02-26 22:26:28,California
-OmSlyBGRl5H9Y7nEg8v,Abandoned neighborhood,33.2987537,-111.6803169,house,,Anonymous,0,False,2026-02-26 22:27:28,California
-OmSmMO43k0G7kWYX10Y,Ghost Town,33.4572242,-111.4920044,house,,Anonymous,0,False,2026-02-26 22:29:11,California
-OmSmq9T2VzLPmFxaMhj,Abandoned Trailer,32.6446125,-111.3932347,building,,Anonymous,0,False,2026-02-26 22:31:17,California
-OmSnUrhbtyXUu15bp7r,Abandoned ruins,32.5295377,-111.4424217,house,,Anonymous,0,False,2026-02-26 22:34:08,California
-OmSnyxyWBU73pTA3c2Q,Abandoned Hotel,32.1866544,-110.963974,building,collapsed,Anonymous,0,False,2026-02-26 22:36:16,California
-OmSohk2K0TOfkBaeBMx,Abandoned Julia Keen Elementary school,32.1970414,-110.9169388,building,,Anonymous,0,False,2026-02-26 22:39:27,California
-OmSpGBNIVW5RhZscqoB,Abandoned grocery store,32.2226767,-110.8424377,building,,Anonymous,0,False,2026-02-26 22:41:53,California
-OmSphzFLjZH2VO1Xmyw,abandoned Strip mall,32.8392122,-111.6870117,building,,Anonymous,0,False,2026-02-26 22:43:50,California
-OmSqDn64WW2BjUzh91e,Abandoned Warehouse,31.5589369,-110.2995157,building,,Anonymous,0,False,2026-02-26 22:46:05,California
-OmSqfcLCFMqUynT1F5A,Abandoned Church,31.640437,-110.3331091,building,,Anonymous,0,False,2026-02-26 22:48:03,California
-OmSr6m6Z0ZUJcWySGRf,abandoned building,33.4451931,-112.0193481,building,,Anonymous,0,False,2026-02-26 22:49:58,California
-OmSrSEAWGGjn5FSF0tv,vulture city ghost town,33.8172039,-112.8324598,building,,Anonymous,0,False,2026-02-26 22:51:26,California
-OmSryFz5eDdYB1sEZFU,Abandoned Indoor Pool,40.9503324,-5.6550712,building,,Anonymous,0,False,2026-02-26 22:53:41,California
-OmSsKOzAjiZc_aJ4I2g,Abandoned Church,40.299076009017675,-3.593874820830641,building,,Anonymous,0,False,2026-02-26 22:55:16,California
-OmSsdzN62FAI1ecE49k,bando,41.6747245,-0.8662876,building,,Anonymous,0,False,2026-02-26 22:56:40,California
-OmSszJNsfGflu6YJDyd,Abandoned house,42.3905099,-8.1443049,building,,Anonymous,0,False,2026-02-26 22:58:08,California
-OmStdl6R1-LyE2GG0vE,Abandoned Building,40.3893383,-3.7788963,building,,Anonymous,0,False,2026-02-26 23:01:02,California
-OmSttkoXevBwgTw27Gx,Casa Abandonada,40.4548115,-3.6508758,house,,Anonymous,0,False,2026-02-26 23:02:07,California
-OmSu3L6IRM5fnp_LQoX,Old Bar,40.4453832,-3.5330533,building,,Anonymous,0,False,2026-02-26 23:02:51,California
-OmSuOrWPONt0hNKPtUA,pueblo fantasma,40.2359834,-4.3069891,house,,Anonymous,0,False,2026-02-26 23:04:19,California
-OmSufTWr-AI_e9tj0Hj,Torre Grande,38.8150866,-0.9748651,house,,Anonymous,0,False,2026-02-26 23:05:31,California
-OmSuz3Ze722qpYmnLuB,Slaughterhouse,38.9386641,-0.2597898,building,,Anonymous,0,False,2026-02-26 23:06:51,California
-OmSvIqDGQENTeaaP0WA,Abandoned Club,39.2664693,-0.2736828,building,,Anonymous,0,False,2026-02-26 23:08:16,California
-OmSvZ4uZOlFfvNQDL3f,Abandoned Place,39.2900613,-0.4802799,building,,Anonymous,0,False,2026-02-26 23:09:23,California
-OmUqVBsEG87OHB5xeYL,Casa De Gatos,36.5717069,-4.6058835,building,"🇬🇧: This place is protected by the government but is still abandoned and open to the public, just go down the drive way and into the first door on the right, I would go when it’s dark because cats are nocturnal so they will be more active, and bring cat treats if you want them to come up to you.

🇪🇸: Este lugar está protegido por el gobierno pero aún así está abandonado y abierto al público, solo tienes que bajar por el camino de entrada y entrar por la primera puerta a la derecha, yo iría cuando esté oscuro porque los gatos son nocturnos, así que estarán más activos, y lleva golosinas para gatos si quieres que se acerquen a ti.",Anonymous,0,False,2026-02-27 08:06:31,California
-OmUqoEIU8e_FEs-YlTW,Casa Diocero,36.7413108,-4.4058604,house,,Anonymous,0,False,2026-02-27 08:07:53,California
-OmUr8UFr0hEpagpp72c,Cuartel Militar,36.75027920835062,-3.504897950275989,building,,Anonymous,0,False,2026-02-27 08:09:20,California
-OmUrObS8uBnDnenm8JR,Urbex,39.4735723,-0.4338259,building,,Anonymous,0,False,2026-02-27 08:10:26,California
-OmUrcB46luoly8iKLnV,Abandoned Village,41.519514,2.0317005,house,,Anonymous,0,False,2026-02-27 08:11:25,California
-OmUrt6JiOyfJC-9vIbD,Torre Salvana,41.3658333,2.0286111,house,,Anonymous,0,False,2026-02-27 08:12:35,California
-OmUsfm5ZS4QwncEl6aq,Abandoned Warehouse,41.571754,1.99769,building,"To enter you need to climb up a wall (its very easy to do). Once uoyre in watch out, there are movememt sensors currently active, you can avoid them but once you enter the main building youll see that is infested with these sensors. Even though I’ve never seen guards, whatever you eant to do, do it quickly because they might spawn there without you notissing

Good luck explorers",Anonymous,0,False,2026-02-27 08:16:02,California
-OmUt7nu1GnViU5rreyb,Abandoned Power Plant (HARD),43.4334084,-2.8725163,building,"You need to plan ahead! This is a death wish if you you know what you are doing! If so you are able to get in. It’s very pretty. Watch for cameras/cops be careful. Good luck, I am not providing any other information for my sake.

the photos from Haze Explorer cuz when i went i didn’t take any photos.",Anonymous,0,False,2026-02-27 08:18:01,California
-OmUtIeFzdHhKToVKWn7,Factory,42.8697853,-2.6599035,building,,Anonymous,0,False,2026-02-27 08:18:46,California
-OmUtKMKU67mzv-iMQWN,Factory,42.8697853,-2.6599035,building,,Anonymous,0,False,2026-02-27 08:18:53,California
-OmW-h0kB_A_ZxxQCE6E,Abandoned Building,40.393301,-3.992091,building,,Anonymous,0,False,2026-02-27 13:33:53,California
-OmW11XMybq-2BHtq-CZ,Abandoned Castle,40.223981,-3.6536,building,,Anonymous,0,False,2026-02-27 13:39:44,California
-OmW1jY7E2uzi2HsvW6v,Abandoned El Corte Ingles,0.394681,-3.67598,building,,Anonymous,0,False,2026-02-27 13:42:48,California
-OmW8an5B62iXVudUvbf,Abandoned Car Park,36.5300482,-4.629705,building,,Anonymous,0,False,2026-02-27 14:09:35,California
-OmW925zdbGhjiykBp2N,Abandoned Factory,38.6720967,-9.1533357,building,,Anonymous,0,False,2026-02-27 14:11:31,California
-OmWM7EihskcpLZ1aKKI,Abandoned Library,40.6925139191933,-74.018740609,building,"Abandoned library, dont know the history behind it but its super easy to get into. theres a bathroom and a downstairs also and old television",Anonymous,0,False,2026-02-27 15:08:40,California
-OmWMgRGL9cyvruX1dsa,Abandoned Dowling College,40.8274241242232,-72.876031415,building,,Anonymous,0,False,2026-02-27 15:11:09,California
-OmWN7FdhCu4YjUHnYfZ,Abandoned House,40.9482778,-72.9172778,building,,Anonymous,0,False,2026-02-27 15:13:03,California
-OmWNZFe29L9jkArKeKn,Abandoned Amusement Park,40.8206389,-72.9776389,building,,Anonymous,0,False,2026-02-27 15:14:57,California
-OmWO1zCoe2TKwqRz9bf,Bando,40.9016640261634,-73.232220411,building,,Anonymous,0,False,2026-02-27 15:17:03,California
-OmWOTaow8kKlaReBByH,Massive Abandoned Building,40.8974722,-73.2443333,building,,Anonymous,0,False,2026-02-27 15:18:56,California
-OmWOyaUNIFIyDCumzkZ,Abandoned Sears,40.7754438292032,-73.52671031,building,,Anonymous,0,False,2026-02-27 15:21:07,California
-OmWPpSmAD94v4DmyiLp,Abandoned Movie theater,40.7521838311937,-73.660050014,building,,Anonymous,0,False,2026-02-27 15:24:52,California
-OmX7SQbYypLb8b3Nw4s,Abandoned Gym,36.905314,138.7747401,building,,Anonymous,0,False,2026-02-27 18:44:12,California
-OmX7U9wAsRe9pJ7bO2W,Abandoned Gym,36.905314,138.7747401,building,,Anonymous,0,False,2026-02-27 18:44:19,California
-OmX7ZW70Zz2niYcJX9p,Abandoned Gym,36.905314,138.7747401,building,,Anonymous,0,False,2026-02-27 18:44:41,California
-OmXA1Dn_HQSh0r75Md8,Abandoned Hospital,33.6660739282336,135.353460513,building,,Anonymous,0,False,2026-02-27 18:55:27,California
-OmXkecVfDk_dMqJltAe,Conejo Grande,40.2833135181839,-3.692630001,building,,Anonymous,0,False,2026-02-27 21:39:52,California
-OmXlEPa4MRQ-rQrrHMU,Abandoned Castle,40.4441337302137,-3.955241513,building,,Anonymous,0,False,2026-02-27 21:42:23,California
-OmXmkr8FsYi6Oxq6fES,Abandoned Pablo Escobar Mansion,40.5315836251633,-3.611290009,house,,Anonymous,0,False,2026-02-27 21:49:02,California
-OmXnaBGkValaw3mj34G,Barrio Abandanado,40.2081835262537,-3.92334151,building,,Anonymous,0,False,2026-02-27 21:52:40,California
-OmXoHHbH_ochjrNuB5w,Abandoned Building,40.2989335192545,-3.593790301,building,,Anonymous,0,False,2026-02-27 21:55:41,California
-OmXomq5vYbroMrHATxM,Abandoned Office,40.5638536281844,-3.898961401,building,,Anonymous,0,False,2026-02-27 21:57:54,California
-OmXtX15H4VewFaUQ-9M,tunnle,37.910841,-122.210809,tunnel,,Anonymous,0,False,2026-02-27 22:18:36,California
-OmXtfpVt1j8Lf2-Cs36,roof easy way in,37.835359,-122.127602,rooftop,,Anonymous,0,False,2026-02-27 22:19:16,California
-OmXtqQt-JHO7hrtK8E4,"barn, all most fully collapsed",37.802121,-122.105128,house,,Anonymous,0,False,2026-02-27 22:20:00,California
-OmXtta_nSboemsiK8LX,barn,37.814891,-122.102474,house,,Anonymous,0,False,2026-02-27 22:20:13,California
-OmaklKNu6nfYBTRrLDO,old house,35.512821,-120.695858,building,"sick spot 
pretty easy to get to",Anonymous,0,False,2026-02-28 16:18:48,California
-OmalDoXjolQkVB_JGjV,roof top spot,35.511191,-120.697132,building,on top of the abandoned big lots,Anonymous,0,False,2026-02-28 16:20:49,California
-OmalokZBWCioxBqoJeE,diy skate park,35.511849,-120.69449,other,to the left of this pile of rubble,Anonymous,0,False,2026-02-28 16:23:24,California
-OmanJSet9_KRsSATuaq,big lots roof,35.511061,-120.697224,rooftop,huge roof,Anonymous,0,False,2026-02-28 16:29:57,California
-OmaoXdHEOaFvSHgClz6,abandoned restaurant,35.506621,-120.692786,building,"first floor is closed off but the second floor is still accessible
place is probably going to be demolished soon",Anonymous,0,False,2026-02-28 16:35:17,California
